PNAME,POS,TEAM,YEAR,TYPE,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Romeo Langford,SG,bos,2020,33,1.3,2.8,46.3,0.2,0.8,26.7,0.7,0.9,77.8,1.1,2.1,53.8,1.259,0.5
Tremont Waters,PG,bos,2020,33,1,4.4,22.6,0.4,2.4,17.6,0.9,0.9,100,0.6,2,28.6,0.742,0.27
Tacko Fall,C,bos,2020,33,1.5,1.7,90,0,0,0,0.2,0.5,33.3,1.5,1.7,90,1.9,0.9
Vincent Poirier,C,bos,2020,33,0.9,1.7,54.2,0.1,0.1,50,0.4,0.5,85.7,0.9,1.6,54.5,1.375,0.56
Jayson Tatum,PF,bos,2020,34,8.4,18.1,46.2,2.7,6.9,39.3,3.5,4.4,80.6,5.6,11.2,50.4,1.268,0.54
Kemba Walker,PG,bos,2020,34,7.2,16.8,42.8,3.4,8.7,38.5,3.8,4.5,84.8,3.8,8.1,47.3,1.281,0.53
Jaylen Brown,SG,bos,2020,34,7,15.2,46.4,2.3,6,38.1,2.6,3.6,72.5,4.7,9.1,51.8,1.253,0.54
Gordon Hayward,SF,bos,2020,34,6.9,13.1,52.4,1.4,4.2,32.5,2.5,3,82.7,5.5,8.9,61.8,1.341,0.58
Marcus Smart,PG,bos,2020,34,3.7,11.2,33.2,1.9,6.2,31.2,2.2,2.7,82.4,1.8,5,35.8,1.034,0.42
Daniel Theis,C,bos,2020,34,3.7,6.8,54,0.5,1.6,30.9,1.5,2,76.8,3.2,5.3,60.9,1.372,0.58
Brad Wanamaker,PG,bos,2020,34,2.5,5.3,46.8,0.7,1.5,43.4,1.9,2.1,93.1,1.8,3.8,48.1,1.419,0.53
Enes Kanter,C,bos,2020,34,2.9,5.7,51.2,0,0.1,0,1,1.5,69,2.9,5.6,51.9,1.206,0.51
Robert Williams III,C,bos,2020,34,2.1,2.9,71.7,0,0,0,0.7,1.2,57.9,2.1,2.9,71.7,1.674,0.72
Tremont Waters,PG,bos,2020,34,1.8,4.5,38.9,0.3,1.8,14.3,0.5,0.5,100,1.5,2.8,54.5,0.944,0.42
Tacko Fall,C,bos,2020,34,2,4,50,0,0,0,0,0,0,2,4,50,1,0.5
Grant Williams,PF,bos,2020,34,1.1,2.9,39,0.3,1.3,22.7,0.5,0.7,65.4,0.8,1.6,51.8,1.05,0.44
Semi Ojeleye,PF,bos,2020,34,1.1,2.5,44.2,0.7,1.7,40,0.1,0.2,57.1,0.4,0.7,53.8,1.209,0.58
Javonte Green,SG,bos,2020,34,1.2,2.3,53.1,0.1,0.6,15.4,0.3,0.6,50,1.1,1.7,66.7,1.224,0.55
Carsen Edwards,PG,bos,2020,34,0.9,3.2,28.1,0.5,1.9,26.5,0.4,0.5,88.9,0.4,1.3,30.4,0.86,0.36
Vincent Poirier,C,bos,2020,34,0.5,1.5,33.3,0,0,0,0,0,0,0.5,1.5,33.3,0.667,0.33
Romeo Langford,SG,bos,2020,34,0.2,2,11.5,0.1,0.9,8.3,0.3,0.5,57.1,0.2,1.1,14.3,0.423,0.13
Shaquille O'Neal,C,lal,2002,33,11.3,18.2,62,0,0,0,5.7,10.2,56.1,11.3,18.2,62,1.555,0.62
Kobe Bryant,SF,lal,2002,33,9.2,19.1,48.2,0.5,1.5,30,5.9,7.1,83.3,8.7,17.5,49.8,1.297,0.49
Derek Fisher,PG,lal,2002,33,3.8,9.4,40.6,1.8,4.7,39,1.3,1.5,86,2,4.7,42.1,1.142,0.5
Rick Fox,SF,lal,2002,33,3.1,7.2,42.6,0.9,2.8,31,0.9,1.1,84.4,2.2,4.5,49.7,1.098,0.48
Devean George,SF,lal,2002,33,2.8,6.8,40.6,0.8,2.1,37.6,1.4,2,71.6,2,4.7,42,1.137,0.46
Robert Horry,PF,lal,2002,33,2.2,5.8,38.1,0.8,2.5,31.4,1.5,2,76.5,1.4,3.3,43.1,1.155,0.45
Samaki Walker,PF,lal,2002,33,2.5,4.9,50.9,0,0,0,1.2,1.8,67.7,2.5,4.9,50.9,1.26,0.51
Lindsey Hunter,SG,lal,2002,33,2.4,6.3,38.9,1,2.7,35.8,0.3,0.6,47.8,1.5,3.6,41.2,0.973,0.46
Slava Medvedenko,PF,lal,2002,33,2.5,5,49.1,0,0.1,0,0.6,1,64.7,2.5,4.9,50,1.109,0.49
Mitch Richmond,G,lal,2002,33,1.6,3.8,41.6,0.2,0.9,19.4,0.8,0.8,96.3,1.4,2.8,48.9,1.088,0.44
Mark Madsen,PF,lal,2002,33,1.2,2.9,42.4,0,0,0,0.6,1,58.6,1.2,2.9,42.9,1.047,0.42
Brian Shaw,G,lal,2002,33,1.1,3,35.4,0.5,1.7,27.3,0.3,0.5,61.1,0.6,1.3,45.5,0.97,0.43
Joseph Crispin,G,lal,2002,33,0.3,2.3,14.3,0,1,0,1.3,1.7,80,0.3,1.3,25,0.857,0.14
Jelani McCoy,PF,lal,2002,33,0.8,1.3,56.3,0,0,0,0.2,0.7,25,0.8,1.3,56.3,1.25,0.56
Mike Penberthy,G,lal,2002,33,0.3,0.7,50,0,0,0,1,1.3,75,0.3,0.7,50,2.5,0.5
Shaquille O'Neal,C,lal,2002,34,10,18.5,54.1,0,0,0,6.1,11.2,55,10,18.5,54.1,1.413,0.54
Kobe Bryant,SF,lal,2002,34,9.5,20.8,45.8,0.4,1.8,20.8,6.3,7.6,82.4,9.2,19.1,48.1,1.235,0.47
Derek Fisher,PG,lal,2002,34,4,9.7,41.7,2.3,5.3,43.2,1.4,1.7,83.6,1.8,4.4,39.9,1.216,0.53
Rick Fox,SF,lal,2002,34,3.1,7.5,41.7,0.7,2.3,31.6,0.8,1,80,2.4,5.2,46.3,1.036,0.47
Samaki Walker,PF,lal,2002,34,2.9,5.6,51.6,0,0,0,1.3,2,65.7,2.9,5.6,51.6,1.26,0.52
Robert Horry,PF,lal,2002,34,2.3,5.5,41.6,1.1,2.5,43.6,1.2,1.4,80.7,1.2,3,40,1.24,0.52
Devean George,SF,lal,2002,34,2.5,6,41.6,0.8,2.3,36.6,0.7,1.1,60,1.7,3.7,44.7,1.082,0.49
Lindsey Hunter,SG,lal,2002,34,2.1,5.7,37.3,1,2.4,40.4,0.2,0.4,52.9,1.1,3.3,35.1,0.957,0.46
Mitch Richmond,G,lal,2002,34,1.5,3.9,39.3,0.4,1,38.7,0.5,0.5,94.1,1.2,2.9,39.6,1.016,0.44
Slava Medvedenko,PF,lal,2002,34,1.6,3.6,45.7,0,0,0,0.5,0.8,67.9,1.6,3.6,46.1,1.062,0.46
Brian Shaw,G,lal,2002,34,1,3,35.1,0.6,1.3,42.4,0.3,0.3,87.5,0.5,1.6,29.3,0.986,0.45
Mark Madsen,PF,lal,2002,34,1,2,49.2,0,0,0,0.6,0.8,72,1,2,50,1.279,0.49
Joseph Crispin,G,lal,2002,34,0.7,1.7,40,0,0.3,0,0,0,0,0.7,1.3,50,0.8,0.4
Jelani McCoy,PF,lal,2002,34,0.3,0.6,60,0,0,0,0,0,0,0.3,0.6,60,1.2,0.6
Kobe Bryant,SF,lal,2003,33,10.4,23,45.4,1.6,4,38.8,7.3,8.7,84.3,8.9,19,46.8,1.294,0.49
Shaquille O'Neal,C,lal,2003,33,10.7,18,59.6,0,0,0,6.3,10.4,60.7,10.7,18,59.6,1.543,0.6
Derek Fisher,PG,lal,2003,33,4.8,10.5,45.7,1,2.6,40.6,1.1,1.4,82.1,3.7,7.9,47.4,1.121,0.51
Rick Fox,SF,lal,2003,33,3.5,8.2,42.5,1.3,3.4,38.2,0.6,0.8,72.7,2.2,4.8,45.5,1.081,0.5
Devean George,SF,lal,2003,33,3.1,6.9,44.5,0.8,1.8,46.9,1.4,1.8,81.3,2.2,5.1,43.7,1.223,0.51
Robert Horry,PF,lal,2003,33,2.1,5.8,36.2,0.7,2.2,31.8,1.1,1.5,71.2,1.4,3.6,38.9,1.026,0.42
Slava Medvedenko,PF,lal,2003,33,2.3,4.7,48.2,0,0,0,0.5,0.8,65.2,2.3,4.7,48.2,1.073,0.48
Samaki Walker,PF,lal,2003,33,1.8,4.3,42.1,0,0,0,1.1,1.7,64.4,1.8,4.3,42.1,1.103,0.42
Brian Shaw,G,lal,2003,33,1.5,3.6,42.6,0.7,1.8,41.7,0.2,0.3,63.6,0.8,1.8,43.5,1.115,0.53
Mark Madsen,PF,lal,2003,33,1.1,2.8,39.2,0,0,0,0.8,1.3,60.6,1.1,2.8,39.2,1.054,0.39
Jannero Pargo,PG,lal,2003,33,1.3,2.4,52.9,0.3,0.8,36.4,0,0,0,1,1.6,60.9,1.176,0.59
Kareem Rush,SG,lal,2003,33,1.2,3.1,38.7,0.3,0.8,33.3,0.1,0.2,44.4,0.9,2.3,40.4,0.891,0.43
Soumaila Samake,C,lal,2003,33,1,3,33.3,0,0,0,0,0,0,1,3,33.3,0.667,0.33
Tracy Murray,SF,lal,2003,33,0.5,2.2,23.1,0.1,1,11.1,0.2,0.2,75,0.4,1.2,33.3,0.59,0.26
Kobe Bryant,SF,lal,2003,34,10.7,23.9,44.9,1.5,3.9,37.7,7.3,8.7,84.3,9.3,20,46.2,1.265,0.48
Shaquille O'Neal,C,lal,2003,34,10,18.2,55.2,0,0,0,7.2,11.2,63.6,10,18.2,55.2,1.497,0.55
Derek Fisher,PG,lal,2003,34,3.5,8.4,41.3,1,2.6,39.6,1.3,1.7,78.3,2.5,5.9,42.1,1.104,0.47
Rick Fox,SF,lal,2003,34,3.4,8.1,41.9,1.5,4,36.9,0.8,1,77.8,1.9,4.1,46.7,1.113,0.51
Robert Horry,PF,lal,2003,34,2.5,6.1,41,0.6,2.2,25.8,1.5,1.9,81.3,1.9,3.9,49.7,1.164,0.46
Devean George,SF,lal,2003,34,2,6.1,32.7,0.5,1.9,27.9,0.9,1.2,75.6,1.5,4.2,34.9,0.888,0.37
Samaki Walker,PF,lal,2003,34,1.6,3.9,41.9,0,0,0,0.8,1.3,66.7,1.6,3.9,42.2,1.054,0.42
Slava Medvedenko,PF,lal,2003,34,1.6,4.2,38,0,0.1,0,0.6,0.7,80,1.6,4.1,38.7,0.893,0.38
Mark Madsen,PF,lal,2003,34,1.4,3.2,44.9,0,0,0,0.6,1,57.1,1.4,3.2,44.9,1.079,0.45
Kareem Rush,SG,lal,2003,34,1.3,3.3,40,0.2,1,23.7,0.3,0.4,85.7,1.1,2.3,47.1,0.968,0.44
Brian Shaw,G,lal,2003,34,1.3,3.7,35.3,0.3,1.3,26.5,0.1,0.1,75,0.9,2.4,40,0.82,0.4
Tracy Murray,SF,lal,2003,34,1.1,2.5,43.8,0.5,1.5,30,0.3,0.4,80,0.6,0.9,66.7,1.188,0.53
Jannero Pargo,PG,lal,2003,34,1,3,32.2,0.2,0.7,23.1,0.2,0.2,100,0.8,2.3,34.8,0.763,0.35
Soumaila Samake,C,lal,2003,34,0.7,1.3,50,0,0,0,0.2,0.2,100,0.7,1.3,50,1.167,0.5
Kobe Bryant,SF,lal,2004,33,7.5,17.5,43,0.9,2.9,29.1,7.1,8.2,86.4,6.7,14.6,45.8,1.311,0.45
Shaquille O'Neal,C,lal,2004,33,7.6,13.2,57.8,0,0,0,5.3,10.7,49.3,7.6,13.2,57.8,1.556,0.58
Gary Payton,PG,lal,2004,33,5.9,12.4,47.3,0.5,1.7,30.4,2.1,3,72.7,5.3,10.7,50,1.162,0.49
Karl Malone,PF,lal,2004,33,4.4,8.9,49.1,0,0,0,4.2,5.6,75.3,4.4,8.9,49.4,1.457,0.49
Slava Medvedenko,PF,lal,2004,33,3.5,7.5,47.3,0,0,0,1.1,1.5,70.4,3.5,7.5,47.3,1.092,0.47
Devean George,SF,lal,2004,33,3.2,7.2,44.3,0.7,2,34.5,0.6,0.8,75.8,2.5,5.2,48.1,1.068,0.49
Derek Fisher,PG,lal,2004,33,2.4,6.9,35.6,0.6,2,31.3,1.4,1.8,74.7,1.8,4.9,37.3,1,0.4
Kareem Rush,SG,lal,2004,33,2.4,5.6,43.5,0.5,1.6,31,0.5,0.8,67.9,1.9,3.9,48.6,1.055,0.48
Rick Fox,SF,lal,2004,33,1.9,4.4,42.5,0.4,1.7,23.3,0.8,1.1,70,1.5,2.8,54,1.113,0.47
Bryon Russell,SF,lal,2004,33,1.5,3.7,40.3,0.8,1.8,42.9,1.1,1.2,88.6,0.8,2,38,1.299,0.5
Brian Cook,PF,lal,2004,33,1.9,3.6,52.3,0,0.2,0,0.4,0.6,63.6,1.9,3.4,54.8,1.154,0.52
Horace Grant,C,lal,2004,33,1.6,3.8,42.1,0,0,0,0.9,1.1,82.1,1.6,3.8,42.6,1.084,0.42
Ime Udoka,F,lal,2004,33,2,2,100,0,0,0,0,0,0,2,2,100,2,1
Jamal Sampson,C,lal,2004,33,1.3,2.5,53.3,0,0,0,1,1.7,60,1.3,2.5,53.3,1.467,0.53
Luke Walton,SF,lal,2004,33,0.7,1.9,38.2,0.1,0.4,18.8,0.3,0.4,69.2,0.6,1.4,44.2,0.941,0.4
Jannero Pargo,PG,lal,2004,33,0.5,1.3,38.5,0.2,0.2,100,0,0,0,0.3,1.1,27.3,0.923,0.46
Kobe Bryant,SF,lal,2004,34,8.4,18.8,44.7,1.4,3.8,36,6.9,8.2,83.8,7,15,46.9,1.333,0.48
Shaquille O'Neal,C,lal,2004,34,8.9,15.2,59,0,0,0,4.6,9.5,48.6,8.9,15.2,59,1.484,0.59
Gary Payton,PG,lal,2004,34,5.9,12.6,46.8,0.8,2.3,35.4,2.2,3.2,70.2,5.1,10.3,49.4,1.18,0.5
Karl Malone,PF,lal,2004,34,4.9,10.5,47,0,0,0,3.6,4.9,73.4,4.9,10.5,47,1.286,0.47
Slava Medvedenko,PF,lal,2004,34,3.4,8.3,41.1,0,0.1,0,1.5,1.9,82.3,3.4,8.2,41.5,1.007,0.41
Derek Fisher,PG,lal,2004,34,2.5,7.2,34.9,0.7,2.4,27.3,1.6,1.9,84.6,1.9,4.8,38.8,1.014,0.39
Devean George,SF,lal,2004,34,2.5,6.7,37.1,0.9,2.5,35.3,1.2,1.5,76.2,1.6,4.2,38.2,1.047,0.44
Kareem Rush,SG,lal,2004,34,2.9,6.4,44.4,0.8,2.2,37.5,0.3,0.7,50,2,4.2,48,1.069,0.51
Maurice Carter,PG,lal,2004,34,1.3,3.5,35.7,0.3,0.8,33.3,2.8,3,91.7,1,2.8,36.4,1.571,0.39
Brian Cook,PF,lal,2004,34,1.9,4.5,43.4,0,0.1,0,0.8,1,82.4,1.9,4.4,44.6,1.053,0.43
Rick Fox,SF,lal,2004,34,2,5.3,36.8,0.4,1.6,25.8,0.4,0.5,80,1.6,3.8,41.3,0.887,0.41
Horace Grant,C,lal,2004,34,1.7,4.3,40.3,0,0,0,0.5,0.9,61.5,1.7,4.3,40.3,0.93,0.4
Bryon Russell,SF,lal,2004,34,1.2,3.1,40,0.4,1.4,32.7,0.3,0.6,52.4,0.8,1.7,45.9,1.045,0.47
Luke Walton,SF,lal,2004,34,1.1,2.4,45.9,0.3,0.6,43.5,0.6,0.9,71,0.8,1.7,46.8,1.294,0.52
Jamal Sampson,C,lal,2004,34,0.8,2,37.5,0,0,0,0.3,0.5,50,0.8,2,37.5,0.875,0.38
Ime Udoka,F,lal,2004,34,0.3,2.3,14.3,0,0.3,0,0.7,1.3,50,0.3,2,16.7,0.571,0.14
Jannero Pargo,PG,lal,2004,34,0.3,1,33.3,0,0.7,0,0,0,0,0.3,0.3,100,0.667,0.33
Kobe Bryant,SF,lal,2005,33,8.6,19.4,44.4,1.7,4.8,34.8,9.3,11.6,80.3,6.9,14.5,47.5,1.455,0.49
Caron Butler,SF,lal,2005,33,6.1,13.4,45.9,0.6,1.8,33.8,4.2,4.8,88.2,5.5,11.5,47.8,1.28,0.48
Lamar Odom,PF,lal,2005,33,6.2,12.5,49.1,0.6,1.9,31.1,2.9,4.3,69.1,5.6,10.6,52.4,1.264,0.51
Chucky Atkins,PG,lal,2005,33,4.5,11.1,40.3,2.1,6,35.8,2,2.3,87.4,2.3,5.1,45.7,1.183,0.5
Chris Mihm,C,lal,2005,33,4.4,8.2,53.5,0,0.1,0,3.1,4.4,71.2,4.4,8.1,53.8,1.45,0.53
Devean George,SF,lal,2005,33,3,7.4,40.4,1.4,4.3,33.3,1.6,2.1,73.3,1.6,3.1,50,1.212,0.5
Jumaine Jones,SF,lal,2005,33,2.8,6.3,43.7,1.3,3.4,39.4,0.5,0.8,66.7,1.4,2.9,48.7,1.166,0.54
Brian Cook,PF,lal,2005,33,2.4,5.9,40.3,1,2.8,36.7,0.6,0.8,75,1.3,3.1,43.5,1.083,0.49
Tierre Brown,PG,lal,2005,33,1.8,4.2,41.7,0.4,0.9,40.6,0.4,0.6,71.4,1.4,3.4,41.9,1.013,0.46
Luke Walton,SF,lal,2005,33,1.3,2.7,46.6,0.4,1,44.4,0.8,1.1,67.7,0.8,1.7,47.8,1.384,0.55
Sasha Vujacic,SG,lal,2005,33,0.9,3.7,25,0.5,2.1,25,0.7,0.7,90.9,0.4,1.6,25,0.821,0.32
Brian Grant,PF,lal,2005,33,1.2,2.5,48.8,0,0,0,0.5,0.7,69.6,1.2,2.5,48.8,1.171,0.49
Slava Medvedenko,PF,lal,2005,33,1.1,2.7,38.8,0,0.1,0,0.3,0.3,83.3,1.1,2.7,39.6,0.878,0.39
Vlade Divac,C,lal,2005,33,0.9,2.4,36.8,0,0,0,0.6,0.9,71.4,0.9,2.4,36.8,1,0.37
Kareem Rush,SG,lal,2005,33,0.1,1,14.3,0.1,0.6,25,0.3,0.3,100,0,0.4,0,0.714,0.21
Tony Bobbitt,SG,lal,2005,33,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Kobe Bryant,SF,lal,2005,34,8.8,20.7,42.3,2.3,6.8,33.2,7.2,8.6,83.3,6.5,13.9,46.8,1.303,0.48
Lamar Odom,PF,lal,2005,34,5.3,11.7,45.3,0.5,1.8,30.4,3.5,5.1,69.8,4.8,9.9,47.9,1.255,0.48
Chucky Atkins,PG,lal,2005,34,5,11.1,45,2.1,5.1,42.1,2,2.6,74.1,2.9,6,47.4,1.268,0.55
Caron Butler,SF,lal,2005,34,5.3,12.4,43,0.4,1.4,25.9,2.9,3.5,83.3,4.9,10.9,45.2,1.123,0.44
Jumaine Jones,SF,lal,2005,34,2.8,6.5,42.7,1.4,3.5,38.8,0.9,1.2,77.8,1.4,3,47.3,1.209,0.53
Chris Mihm,C,lal,2005,34,3.1,6.5,47,0,0,0,1.5,2.4,61.4,3.1,6.5,47,1.171,0.47
Brian Cook,PF,lal,2005,34,2.5,5.8,43.1,1.1,2.7,41.6,0.2,0.2,77.8,1.4,3.1,44.3,1.088,0.53
Devean George,SF,lal,2005,34,2,6.5,30.8,1.4,3.5,39.3,0.5,0.6,80,0.6,3,20.8,0.904,0.41
Tony Bobbitt,SG,lal,2005,34,2,4,50,1,2,50,0,0,0,1,2,50,1.25,0.63
Slava Medvedenko,PF,lal,2005,34,2.1,4.3,48.6,0,0,0,0.7,0.9,81.8,2.1,4.3,48.6,1.14,0.49
Brian Grant,PF,lal,2005,34,1.8,3.5,49.6,0,0,0,1.1,1.6,73.2,1.8,3.5,49.6,1.315,0.5
Tierre Brown,PG,lal,2005,34,1.5,4.9,30.7,0.3,1,32.5,1.1,1.4,81.5,1.2,3.9,30.3,0.911,0.34
Luke Walton,SF,lal,2005,34,1.2,3.1,37.4,0.1,1,11.8,0.4,0.5,76.5,1.1,2.1,49.3,0.907,0.39
Sasha Vujacic,SG,lal,2005,34,1,3.1,31.1,0.5,1.6,29,0.4,0.4,100,0.5,1.5,33.3,0.902,0.39
Vlade Divac,C,lal,2005,34,0.9,1.7,50,0,0,0,0.4,0.7,60,0.9,1.7,50,1.25,0.5
Kareem Rush,SG,lal,2005,34,0.4,1.9,23.1,0.1,0.9,16.7,0,0,0,0.3,1,28.6,0.538,0.27
Kobe Bryant,SF,lal,2006,33,12.8,27,47.3,2.5,6.4,38.9,8.9,10.6,84.6,10.3,20.6,49.9,1.369,0.52
Lamar Odom,PF,lal,2006,33,5.5,11.9,46.5,1.1,3.1,34.4,2.9,4,72.1,4.4,8.7,50.8,1.265,0.51
Smush Parker,PG,lal,2006,33,4.1,9.5,43.3,1.3,4.1,31.2,1.6,2.5,65.7,2.8,5.3,52.8,1.175,0.5
Chris Mihm,C,lal,2006,33,3.8,7.9,48.2,0,0,0,2.3,3.4,68.1,3.8,7.9,48.2,1.252,0.48
Kwame Brown,C,lal,2006,33,3.1,5.4,56.9,0,0,0,2.1,3.7,57.5,3.1,5.4,56.9,1.533,0.57
Brian Cook,PF,lal,2006,33,3.3,6.2,52.4,0.4,1,39,1.2,1.6,77.4,2.9,5.2,55.1,1.306,0.56
Devean George,SF,lal,2006,33,2.7,6.1,43.9,0.6,1.8,33.3,0.9,1.3,75.6,2.1,4.3,48.4,1.131,0.49
Luke Walton,SF,lal,2006,33,2.1,4.6,44.6,0.2,0.7,29.2,0.6,0.9,73.3,1.9,3.9,47.4,1.076,0.47
Sasha Vujacic,SG,lal,2006,33,1.4,4,35,0.8,2.2,36,0.5,0.6,84,0.6,1.8,33.8,1.025,0.45
Laron Profit,SG,lal,2006,33,1.3,3.1,43.2,0.3,1,25,0.9,0.9,100,1.1,2.1,52,1.243,0.47
Ronny Turiaf,C,lal,2006,33,0.9,1.5,59.1,0,0,0,0.8,1.4,57.1,0.9,1.5,59.1,1.727,0.59
Jim Jackson,SF,lal,2006,33,0.8,3.2,26.3,0.3,0.8,40,0,0,0,0.5,2.3,21.4,0.632,0.32
Slava Medvedenko,PF,lal,2006,33,1,2,50,0,0,0,0,0,0,1,2,50,1,0.5
Andrew Bynum,C,lal,2006,33,0.6,1.6,38.5,0,0,0,0.1,0.3,37.5,0.6,1.6,38.5,0.846,0.38
Von Wafer,SG,lal,2006,33,0,2.4,0,0,1.2,0,0.8,1.2,66.7,0,1.2,0,0.333,0
Devin Green,SG,lal,2006,33,0.2,1.1,18.8,0,0.1,0,0.3,0.5,57.1,0.2,1.1,20,0.625,0.19
Aaron McKie,SG,lal,2006,33,0.3,0.9,37.5,0,0.1,0,0,0,0,0.3,0.8,42.9,0.75,0.38
Kobe Bryant,SF,lal,2006,34,11.7,27.3,42.7,2,6.5,30.7,8.5,9.9,85.4,9.7,20.8,46.5,1.238,0.46
Lamar Odom,PF,lal,2006,34,5.6,11.3,49.9,0.9,2.2,41.4,2.5,3.8,65.5,4.7,9,52,1.301,0.54
Smush Parker,PG,lal,2006,34,4.4,9.5,46,1.6,3.9,42.4,1.4,1.9,74.4,2.8,5.7,48.5,1.24,0.55
Chris Mihm,C,lal,2006,34,4,7.6,51.9,0,0,0,2.6,3.5,74.8,4,7.6,51.9,1.376,0.52
Brian Cook,PF,lal,2006,34,3.2,6.4,49.8,0.5,1,46.5,0.9,1,92.3,2.7,5.4,50.5,1.209,0.54
Kwame Brown,C,lal,2006,34,2.6,5.4,48.2,0,0,0,1.4,2.8,50.5,2.6,5.3,48.4,1.228,0.48
Devean George,SF,lal,2006,34,2.1,5.8,35.8,0.8,2.7,29.8,0.7,1.2,58.5,1.3,3.1,40.9,0.971,0.43
Luke Walton,SF,lal,2006,34,1.9,4.9,38,0.3,0.9,35.5,1,1.3,76.1,1.5,4,38.6,1.029,0.41
Laron Profit,SG,lal,2006,34,1.8,3.6,51.1,0,0.5,0,0.8,1,76.9,1.8,3.2,58.5,1.234,0.51
Sasha Vujacic,SG,lal,2006,34,1.2,3.6,34.2,0.7,2,32.5,0.6,0.7,92.6,0.6,1.6,36.4,1.034,0.43
Andrew Bynum,C,lal,2006,34,0.9,2,41.9,0,0,0,0.2,0.9,26.3,0.9,2,41.9,0.953,0.42
Von Wafer,SG,lal,2006,34,0.5,2.4,23.1,0.2,1,18.2,0.2,0.2,100,0.4,1.4,26.7,0.615,0.27
Jim Jackson,SF,lal,2006,34,0.6,1.7,33.3,0.3,0.9,33.3,0,0,0,0.3,0.9,33.3,0.833,0.42
Devin Green,SG,lal,2006,34,0.2,0.9,25,0,0.1,0,0.7,1.1,64.3,0.2,0.8,27.3,1.25,0.25
Ronny Turiaf,C,lal,2006,34,0.3,1,25,0,0,0,0.4,0.8,50,0.3,1,25,0.875,0.25
Aaron McKie,SG,lal,2006,34,0,0.8,0,0,0.2,0,0.2,0.4,50,0,0.6,0,0.25,0
Slava Medvedenko,PF,lal,2006,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kobe Bryant,SF,lal,2007,33,11.1,22.9,48.5,2.1,5.1,41.9,8.5,9.8,86.9,9,17.8,50.4,1.433,0.53
Lamar Odom,PF,lal,2007,33,5.7,12.4,45.5,1.1,3.6,30.7,3.9,5.5,71.4,4.6,8.9,51.4,1.312,0.5
Smush Parker,PG,lal,2007,33,4.5,9.9,45.5,1.4,3.5,40.7,1.5,2.3,62.5,3,6.3,48.3,1.205,0.53
Luke Walton,SF,lal,2007,33,4.5,9.1,49.3,0.9,2,43.3,1.5,2.3,68,3.6,7.1,51.1,1.253,0.54
Maurice Evans,SG,lal,2007,33,3.2,7.2,44.9,0.6,1.8,33.8,1.4,1.9,74.6,2.6,5.4,48.7,1.184,0.49
Andrew Bynum,C,lal,2007,33,3,5.3,56.6,0,0,0,2.1,3.1,68.8,3,5.3,56.6,1.534,0.57
Kwame Brown,C,lal,2007,33,2.9,5,58.8,0,0,0,1.5,3.4,43,2.9,4.9,59.3,1.474,0.59
Brian Cook,PF,lal,2007,33,2.4,5.3,45,0.5,1.3,40.5,0.3,0.4,71.4,1.8,4,46.5,1.059,0.5
Vladimir Radmanovic,SF,lal,2007,33,2.2,5.5,39.9,0.6,1.7,32.6,0.6,1.1,58.6,1.6,3.8,43.1,1.014,0.45
Ronny Turiaf,C,lal,2007,33,1.8,3.2,56.3,0,0,0,1.1,1.8,61.2,1.8,3.2,56.8,1.471,0.56
Jordan Farmar,PG,lal,2007,33,1.9,4.4,42.6,0.7,2,36.5,0.2,0.4,61.5,1.1,2.4,47.7,1.068,0.51
Sasha Vujacic,SG,lal,2007,33,1.5,3.7,40.2,0.9,2.5,34.5,0.4,0.4,86.7,0.6,1.3,51.2,1.134,0.52
Aaron McKie,SG,lal,2007,33,2,2.5,80,0,0,0,0,0,0,2,2.5,80,1.6,0.8
Shammond Williams,PG,lal,2007,33,1.2,3.1,37.8,0.6,1.7,35,0,0,0,0.6,1.4,41.2,0.946,0.47
Kobe Bryant,SF,lal,2007,34,10,22.7,44,1.4,5.3,27,8.8,10.2,86.8,8.6,17.5,49.1,1.331,0.47
Lamar Odom,PF,lal,2007,34,5.8,11.8,48.8,0.8,2.8,27.9,3,4.5,67.6,5,9,55.3,1.3,0.52
Luke Walton,SF,lal,2007,34,4.3,9.5,45.1,0.7,2.1,33.3,2.1,2.6,81.4,3.6,7.4,48.5,1.198,0.49
Smush Parker,PG,lal,2007,34,3.9,9.3,41.5,1.2,3.8,32.7,1.3,1.9,67.1,2.6,5.5,47.6,1.102,0.48
Kwame Brown,C,lal,2007,34,4.2,7.1,59.4,0,0,0,1.4,3.1,45.5,4.2,7.1,59.4,1.383,0.59
Maurice Evans,SG,lal,2007,34,2.9,7.1,41.5,0.6,1.7,38.5,1.8,2.2,82.1,2.3,5.4,42.4,1.171,0.46
Brian Cook,PF,lal,2007,34,3.3,7.2,45.6,0.9,2.2,39.7,0.7,1,72.7,2.4,5,48.2,1.134,0.52
Vladimir Radmanovic,SF,lal,2007,34,2.7,6,44.6,0.9,2.6,34.7,1.3,1.6,81.8,1.8,3.4,52.1,1.256,0.52
Andrew Bynum,C,lal,2007,34,3,5.5,54.9,0,0.1,0,1.3,2.1,64,3,5.4,55.7,1.344,0.55
